Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
C-215_1 - polya	0.002010737127599984	0.005975303728245235	0.008305672182260877	0.013287937338526309	0.01632301224811119	0.0195534701050006	0.02263881344277548	0.027392499519912798	0.03547623184941028	0.044865046390029265	0.05013706635406913	0.0565320640346554	0.06198903387599809	0.06664455424902851	0.07119574392204198	0.07653700153245674	0.08192141411424217	0.08926771808680145	0.09605680127517913	0.10167500947109352	0.10736956877020215	0.11290668355837608	0.1178320410600868	0.1223258488480909	0.1266157375406073	0.1312878559795495	0.13564745654889543	0.1406117009478852	0.14486886773903263	0.14841990538324693	0.15192257152108973	0.15593029309310563	0.15988490085420382	0.16360950684481002	0.1670386672621863	0.1708159128332556	0.17446132233793982	0.17803607150488526	0.18182137899368317	0.18540703546108495	0.18925968367443924	0.19305542423323885	0.19741692172440323	0.20193301834377458	0.20574251158575824	0.20902228940992842	0.21256147129277717	0.21718711514716638	0.22121475439827643	0.22467521402565782
C-215_2 - polya	0.0018074025859625838	0.005428919597729523	0.007295769908004934	0.011472451958112634	0.01420896494502893	0.017007802159047382	0.020116342840050403	0.02431891341526208	0.0313481273981224	0.03970005324694313	0.044541686858517705	0.05011203451005597	0.054940723859078555	0.05902967257411168	0.06294219578473254	0.06757768002973844	0.07199215297709745	0.07822361685305014	0.08424557544251328	0.08883982981420543	0.09390726889474243	0.09877766753421031	0.10298071752655355	0.10673695075228745	0.11021464262458788	0.11425277312367617	0.11789394623783686	0.1219594035134238	0.12557420868534896	0.12862234280777604	0.13158609951504946	0.13479340012515278	0.13807213388785788	0.14112650043299518	0.14394739083506516	0.14711825574317033	0.1501635133628081	0.15306590467724243	0.1559203542785213	0.15884719586666493	0.1621249707951069	0.16548137013312386	0.16884256364245642	0.17257482601161256	0.1756665870930112	0.17846638314129273	0.18150157300116782	0.1852453413814813	0.18873022451075505	0.19176972912481416
C-215_3 - polya	0.0019511238452413785	0.005921409652645106	0.00840427755013038	0.014448155813233233	0.018320048036166634	0.02263994509051812	0.0262888816380028	0.03154979818638433	0.04102175080204379	0.0521705813147401	0.058156888863525213	0.0647848481918881	0.07052988211066884	0.07574788230837713	0.08090517157098673	0.08689409597042264	0.09246118404494853	0.10079218977685633	0.10897560513205863	0.11527122442776908	0.12134284130777048	0.12742597233063543	0.13258221485298471	0.13707011371911798	0.1416202936307404	0.14677967637387068	0.15180507636367963	0.15731354698362743	0.16204114936937458	0.1662495685860017	0.17010994666607154	0.1743047582593145	0.17865030045004388	0.18286185988745196	0.18661023675966731	0.1906700188593286	0.19480830647851413	0.19899265066915384	0.20325759385983838	0.20734563794652838	0.2119957815530117	0.21651246577630381	0.221661904486961	0.2270123173276001	0.23153266514180337	0.23538466929979063	0.23940938560073116	0.24471949894134784	0.24910429389183933	0.25288930667316595
C-215_3 - polyg	0.0	0.0	0.005470264600446054	0.011659639759733753	0.012027045591106995	0.012155794643126678	0.012310712201654427	0.012471910201744112	0.012595425552462182	0.012840886143507839	0.013249638215163825	0.01376934475441401	0.014169722903987415	0.01451043685872243	0.014896160644651317	0.015636206008699416	0.016874499736661087	0.019196693004186836	0.021567036323687425	0.026615987969353622	0.029710152178867313	0.03132056206937367	0.03209881345292355	0.034219509220337195	0.03946838825572501	0.042600235114610314	0.05481569395257538	0.05827726399346231	0.0632843460287156	0.06545214510784376	0.06655383923183333	0.06817785674572388	0.06936486020092975	0.07023627146764834	0.07114013168243694	0.07235068679350004	0.07339952053434332	0.07496492059365581	0.07951300702475764	0.0844525743132201	0.10060429990012842	0.11373513309574562	0.11735266743542064	0.11939485768331007	0.12075719013211997	0.12216610252251422	0.1233054792958754	0.12503940453709983	0.12623792213516927	0.1267947879536609
C-354_1 - polya	0.00210849344190712	0.0054971757013334765	0.007786243144869625	0.012247588876659467	0.015253562058006388	0.01812747365607238	0.02106876361295517	0.025949651925644298	0.033728708045573465	0.04255078115998673	0.047846720162987355	0.05430605882822476	0.05931811034607726	0.06397620088561218	0.06850402659810126	0.0739028298955622	0.07919787052044527	0.08693110935637902	0.09363705281488591	0.098999022609527	0.10421725190535892	0.11003335183842525	0.11492681744476019	0.11924532105585842	0.12347892793484747	0.12816756333037932	0.13258938042499663	0.13759649086320258	0.14172678425867252	0.14543663669512563	0.1491536761565192	0.15314696688906165	0.15703020630220335	0.16084561816746945	0.16410493397796755	0.16810181822298023	0.17154530154757758	0.1751073707836925	0.17894434372377999	0.1828608231272713	0.18709532838437792	0.19095386239928677	0.19532806545367354	0.19989856412674661	0.2036421057426081	0.20704426367379783	0.21064675992520285	0.21589283894267902	0.22001549612414975	0.22348772754850893
C-354_2 - polya	0.0014501331586838678	0.00506823604676762	0.007576016181585592	0.012902466822135953	0.016980191687152982	0.02073566473912915	0.02485263822240116	0.030927911184921466	0.04190099856231278	0.053788165601695	0.06012733387906127	0.06825902786646731	0.07467617695115597	0.08051389248739615	0.08606395696616237	0.092879272954464	0.09966308676232416	0.10943547627862574	0.11868420659873591	0.1258217744000784	0.1324883587823612	0.13988569046504912	0.14626565664823307	0.15204088425277784	0.1576260659162985	0.164503353407108	0.1706297528591973	0.17734591444348635	0.18301785621051803	0.18856792068928424	0.19370535824718563	0.1991288975749983	0.20424567796539705	0.20951532139531523	0.2139948281682582	0.2191694486276643	0.22383951777081895	0.22849254475078393	0.23407204569324136	0.23948887144161568	0.2453203898276051	0.2503896587327478	0.2555916499390949	0.261062184322976	0.2657296713201929	0.27016269946625493	0.2749092001291693	0.2815799159449526	0.2871609661749727	0.2917236180471137
C-354_3 - polya	0.0012644705403670547	0.004475918968024352	0.006606091711230306	0.011306956920937207	0.014493695344773315	0.017551771334919784	0.020974532898703113	0.02633575165880386	0.0353438261552732	0.04588903330323996	0.051500760377941726	0.05833478057269507	0.06385363211579306	0.06861329009321243	0.0732310785659343	0.07885090029706027	0.08408771696895778	0.09214743856015183	0.09925199069329232	0.10466305549558409	0.1102803210194182	0.11632106488460164	0.12141004756812067	0.12583782463214857	0.1300197797616105	0.13483652636854782	0.1393358772367474	0.14440483629648032	0.14871204558324275	0.15249523237517654	0.1561233425914049	0.15999386646581013	0.16374978704663085	0.16770807403805615	0.17107161679957839	0.17479217651286189	0.1781352696160493	0.18173824379390785	0.18589719305774316	0.18989765746948395	0.19432160022257408	0.19856831260342947	0.20307448002440734	0.20793723836259792	0.21177751378404958	0.21544609728239889	0.21937583995906523	0.2243992133220935	0.22893818540331679	0.23294887464422495
P29-215_1 - polya	0.0016841682798076703	0.005618261510504088	0.008013496595859976	0.013456671304997921	0.016610615862940433	0.020205255090988205	0.023851110186102264	0.02946460742990251	0.03864415830152749	0.049158894916903804	0.055129116630154115	0.06225467301908579	0.06823442326574379	0.07337625810586382	0.07846628154557958	0.08436801692496218	0.0897284125001209	0.09745486202707447	0.10536592688880186	0.11161426267088889	0.11788761085317107	0.12441406070409478	0.12983579621306546	0.13469475271764492	0.13943579362130437	0.14459013466152196	0.14935916563206644	0.15469633540704392	0.15953683037814603	0.1636436282768567	0.16749375130689792	0.17172084693988054	0.17592054803931606	0.17991181247045857	0.18341473956445742	0.18738396926209466	0.19132104015948098	0.19517354532287412	0.19905344501981434	0.20292858045005074	0.2070734924823921	0.21124818118163247	0.21581353975058776	0.220739791522359	0.22474892195364093	0.22823160091414846	0.23194713340980616	0.2368620700481558	0.24109928974788408	0.2450381472452843
P29-215_2 - polya	0.0017132837290793818	0.004993408499780523	0.006931620539660829	0.011179415617679989	0.014354254796091336	0.017587479621136114	0.020345962139128728	0.02437074318984314	0.031494749220869867	0.040289924744060054	0.04488133370964319	0.05019059898629309	0.05511174328409289	0.05921548852902465	0.06320246248068954	0.06800635691434845	0.07254129451679431	0.07905799410865855	0.08532200827902726	0.08999668857669413	0.09496138282403199	0.09975427012758786	0.10399775806774061	0.1078804035688638	0.1114179994698009	0.11564713028373233	0.11966090420434372	0.12415372756987367	0.12795453745153523	0.13116335516200375	0.13432144435982354	0.13768819045872674	0.14104584371102308	0.1443570755885371	0.14735675782704816	0.1506215683297799	0.15379018608682865	0.1570444680303314	0.16033655707288363	0.1636051961426077	0.1670628707075794	0.17052724526478766	0.17427110521243794	0.17823893632914106	0.18162051812513963	0.1845599004335211	0.18765481827596697	0.1917245849888416	0.19533731651700367	0.19831498449530868
