Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
C-215_1	38.40011699621733	37.23879852397692	37.28603891544157	38.1678239923127	38.40215697082615	38.61410576033121	38.84411957767384	38.918656871766515	38.927494233793475	38.93116724464876	39.02810709769382	39.04629884075298	39.14768062007727	39.175837415372655	39.18637951643208	39.197452957555655	39.19838250886117	39.158347998976936	39.154600007976285	39.150890709642766	39.14968654380571	39.13938070099111	39.14606790120978	39.136599849890594	39.13538721371509	39.12476031442631	39.118511808366314	39.11802554112484	39.09755847354914	39.109476852374655	39.09548043496203	39.07839399855207	39.07173864823769	39.05562692879855	38.992722584369545	39.039673358538074	39.01167812803881	39.020828303379744	39.024350927776204	39.03038023256898	39.02073900189187	39.027035603119515	39.03116326293849	39.025933173141794	39.01760677774453	39.00765872618892	39.00260095213405	38.98971769984733	38.98962058274021	38.975950903551386	38.94972296399665	38.97089835170233	38.99047526667067	39.0121373646396	39.18877402603398
C-215_2	38.53323722223685	37.20940563448245	37.21661745315728	38.203791724918034	38.448826046635105	38.61959053721497	38.777564009416594	38.853122132682024	38.88829619220463	38.951543541917445	39.02818765696095	39.04059113500878	39.14267104471911	39.173845463972626	39.18842240746395	39.20260429933886	39.206774263109665	39.170261225491586	39.169843512526754	39.16571333401701	39.16393852615643	39.154613589505566	39.16331201100087	39.15592629320115	39.15292973535486	39.144267389420094	39.13839480361644	39.13753319780372	39.12004789033829	39.13196238001335	39.11827917795428	39.1006075434113	39.09235274790453	39.0797368683631	39.019219653167426	39.064343741866054	39.03593440770054	39.04430864509264	39.04952761546834	39.056267685434634	39.04452665498327	39.04851141921384	39.052283708332	39.04715197517804	39.04184300360106	39.03156877520502	39.0235582611725	39.01057842387579	39.010944406842015	38.99713748551332	38.97089764575283	38.99122690188139	39.00935132074247	39.03062750768422	39.20593483699618
C-215_3	38.27436365162067	37.16143649583537	37.183670495491576	38.27670216054025	38.5792179089924	38.63105363796591	38.73753417031241	38.928380696909684	38.896710026510746	38.95773898565205	39.05462149753736	39.06000950979538	39.16700887833457	39.19388478649472	39.207678118218375	39.22392214269988	39.227702606334546	39.19177992102746	39.1895272604425	39.18651264601061	39.18224645526464	39.17061005754725	39.17870895256858	39.16848620912089	39.1628092115416	39.15325739604938	39.146109065833706	39.14496251741809	39.123106083287084	39.13465108992211	39.12042086232782	39.105727410232234	39.097950361889666	39.0840105951459	39.01893183450434	39.066204652309196	39.036387159588855	39.04515409365089	39.050217607741274	39.055465330506095	39.04523089875107	39.04932718446808	39.05320830043315	39.04635067291704	39.04046132028577	39.02957498555848	39.02423826857581	39.01119803013347	39.01035899774027	38.99628617398689	38.972650568161065	38.991635986483814	39.00917941823918	39.02856367147227	39.202011321789996
C-354_1	38.27811801223568	37.20641947139598	37.41716958415558	38.20481776866473	38.39834227504926	38.713280278897926	38.638478099440874	38.77231049064877	38.78356060632097	38.89398548864618	38.9914124621461	38.996137722222464	39.136592356563355	39.16758414210737	39.17892861003716	39.18295163190761	39.19396604945945	39.156737521537195	39.162183796265104	39.1588688653517	39.15251403081862	39.140669995730875	39.15213676972992	39.14518343335695	39.13773209402636	39.136228457073855	39.12795231514468	39.124099812347566	39.1058147956587	39.11990077344709	39.10565293255423	39.089728381616496	39.08147213829689	39.06868888851423	39.00207813243726	39.050074799016954	39.02206887094937	39.03096970072954	39.035755965844764	39.04409649055559	39.03452164202315	39.037142001052125	39.04323550986304	39.03694684412939	39.02850185483904	39.0185884449602	39.01523869379702	39.00121364525923	39.00275091883444	38.98812944750141	38.96166645423539	38.980611290404596	38.999276986442766	39.01825488735386	39.1986122378335
C-354_2	38.275260732198525	37.29207265928943	37.3889896592745	38.21491402353857	38.63082712290933	38.720022174289475	38.77124002846139	38.99881046709953	38.90447485444056	39.03421299192747	39.0789855947573	39.09160377312597	39.19047735343986	39.21863456088225	39.229344515078395	39.2437059373709	39.245560520139605	39.21035909790389	39.209871591916055	39.20740844698152	39.20698848287425	39.19640456106792	39.20209045680565	39.19518146860062	39.19755166367342	39.18614020060009	39.179322643932636	39.17880996009243	39.160770716612646	39.17378363441557	39.16102878275436	39.1453519517333	39.13427265018998	39.12234554281622	39.06101079062507	39.11120452918869	39.08230988668987	39.08860023824579	39.09257016913555	39.101102746182306	39.09391929497449	39.09843114808881	39.102163977912014	39.095641014129	39.09071379845628	39.08439527930959	39.08195905478141	39.06680642114008	39.06670245348755	39.05466495523437	39.03186703336769	39.053048215683624	39.07175707824305	39.085223379596215	39.24548416821089
C-354_3	38.40798744922546	37.421718426901855	37.37960034648674	38.37085551509947	38.539006154900754	38.670360814539094	38.77194504475609	38.951879776823894	38.97811959074458	38.98701420175051	39.0615622036607	39.07055649988927	39.17613014898536	39.20610697730363	39.216719958460715	39.22933257449243	39.23211525527805	39.19760455292793	39.19735021238251	39.193240501955096	39.19298231454928	39.18307131641033	39.18917502536594	39.181081684904214	39.178562484005454	39.16944530921267	39.1638135159223	39.16394890213817	39.14400622431529	39.15555025990376	39.14181034977612	39.12762789412096	39.11905472477365	39.10648621287176	39.042566672883424	39.090703322154575	39.06377491935716	39.07342191439827	39.078380887034854	39.085501390004524	39.074327896557584	39.080938260767674	39.08497351071916	39.08153446450443	39.07580937932222	39.0659581109545	39.06128021131601	39.0496570554828	39.05049273013965	39.03741367394378	39.01035410682579	39.03031117954178	39.04954041623633	39.06932871701801	39.23381425755704
P29-215_1	38.5365770852738	37.28850325283677	37.38843155830296	38.24675511773492	38.60693627821103	38.72203253991398	38.764498935148154	38.902285341854025	38.88769509424696	38.99592114375814	39.074355061758155	39.08803430637589	39.19624174557245	39.22381382910606	39.23669838288278	39.25139086424984	39.25232432711434	39.21678159337655	39.215646736185406	39.21301328549514	39.21063390858643	39.19928979918261	39.207647877829615	39.199162072200174	39.197189811347194	39.18670809357691	39.18040810772735	39.17803029578543	39.15991138405521	39.171843777467714	39.15777937795295	39.144520732793765	39.13628391591256	39.122360254566196	39.06099403833448	39.10681780536405	39.07822906960713	39.08696300164422	39.09056615546622	39.098357509808096	39.08781237564551	39.09130665236307	39.097115675235784	39.09027093994631	39.08544601805515	39.074741077061866	39.07114028858126	39.05742622044943	39.05753910345187	39.0447407456205	39.0210385776293	39.04096264405786	39.058808286158765	39.076801343512315	39.24187471799074
P29-215_2	38.51733507703906	37.197166807517505	37.015830257622255	38.039015422126006	38.41813374347914	38.707571650042745	38.76729600546979	38.823177227665816	38.92613181428881	38.91683150207798	38.99278921450431	39.0132187685816	39.11128868459737	39.13979426786433	39.151241775003236	39.16256754906625	39.169307979737745	39.131805559583384	39.13146876536125	39.12939499046728	39.12704011249287	39.11588690977831	39.12149241284891	39.11496196869195	39.11523984252419	39.10442812297133	39.09495706512006	39.09387261386554	39.07470248669047	39.0926752264572	39.08051333741746	39.05761369147659	39.04491357649155	39.0317173505054	38.971670567635044	39.02262852063111	38.99181799272037	38.99784482927268	39.00142097156591	39.011856862267756	39.00453606305709	39.01117655889571	39.00787941510876	38.99930248363465	38.99655564248512	38.99202500579885	38.98665790099416	38.97061013022878	38.96519865969904	38.94961703608415	38.92718770986512	38.95281274282069	38.970458424320896	38.990754868811095	39.175876565901575
P29-215_3	38.52856266845768	37.084969850535764	37.12559065056885	38.20573387620417	38.46316978795861	38.680752401619614	38.75409470109136	38.86322794506859	38.930283201531346	38.94366717085471	39.03800828497732	39.0453044963607	39.1746775079788	39.200027240104994	39.21000431870825	39.22272979454877	39.224168812265006	39.187987334573585	39.18587916331987	39.181424190898	39.179931748932376	39.17006542651988	39.17579103465356	39.16702084088253	39.16414828981179	39.15359304490938	39.14816233869715	39.14848073566482	39.12848197937383	39.14010814279459	39.1269687168424	39.11028794790175	39.1024000288253	39.08936877835659	39.02609601252077	39.07371053900512	39.04581092175649	39.05630584278563	39.061085496773664	39.06819261979081	39.05708564111453	39.06313515624426	39.067911922354206	39.06282503166545	39.05737500146239	39.04611181489893	39.040946462346724	39.03031452690493	39.030384137659595	39.01658889893412	38.99122225592376	39.011806130526885	39.0311720490583	39.05201199445651	39.22311668699797
