Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
C-215_1	969521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	48.0	1408.0	12594.0	51432.0	97142.0	108841.0	98486.0	99654.0	105930.0	126017.0	142827.0	178311.0	204646.0	245214.0	280302.0	316676.0	362040.0	406625.0	470732.0	527615.0	647545.0	757080.0	1032964.0	1369436.0	2075618.0	3401670.0	6090516.0	38938571.0	46314509.0
C-215_2	591565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	60.0	1354.0	11860.0	48042.0	90380.0	98047.0	89170.0	90336.0	97825.0	117647.0	134236.0	168712.0	195446.0	234845.0	270047.0	305917.0	352057.0	396795.0	465880.0	519422.0	635811.0	749659.0	1024729.0	1366715.0	2072597.0	3400674.0	6085888.0	38150837.0	46526755.0
C-215_3	728379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	49.0	1348.0	11540.0	47151.0	89519.0	98831.0	88684.0	87897.0	92718.0	109976.0	125442.0	157081.0	179592.0	214396.0	247897.0	278680.0	325124.0	368051.0	422978.0	468322.0	573869.0	675919.0	924123.0	1222686.0	1853798.0	3053334.0	5468190.0	34968098.0	42651009.0
C-354_1	1440093.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	62.0	1439.0	13869.0	56243.0	103852.0	111870.0	99104.0	98347.0	103938.0	121281.0	137579.0	170730.0	199395.0	237961.0	279673.0	314661.0	367850.0	409814.0	486753.0	551029.0	681424.0	807741.0	1119744.0	1518476.0	2313708.0	3794296.0	6816062.0	41585363.0	47369347.0
C-354_2	489542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	50.0	1077.0	9321.0	39290.0	76635.0	85511.0	77648.0	78259.0	84672.0	101387.0	116574.0	147708.0	170944.0	206397.0	236865.0	270731.0	310598.0	347901.0	406271.0	457416.0	562247.0	657074.0	902270.0	1197516.0	1820634.0	2981817.0	5315474.0	35839759.0	43827104.0
C-354_3	1016130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	55.0	1498.0	12964.0	54393.0	104173.0	113977.0	100696.0	97685.0	104753.0	124399.0	142483.0	179695.0	208684.0	251021.0	290596.0	329133.0	377916.0	423646.0	499897.0	562999.0	685911.0	807491.0	1106821.0	1471883.0	2236355.0	3665642.0	6544888.0	42602180.0	53243408.0
P29-215_1	190404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	47.0	895.0	7475.0	31759.0	61018.0	69490.0	64775.0	67893.0	73854.0	89062.0	102947.0	128480.0	149435.0	179645.0	207752.0	234223.0	270536.0	302086.0	353944.0	400370.0	491909.0	577040.0	791582.0	1052871.0	1600772.0	2637744.0	4705806.0	30379093.0	38735448.0
P29-215_2	1429042.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	82.0	2061.0	17345.0	68311.0	124539.0	132245.0	113392.0	108657.0	111781.0	130186.0	144805.0	179352.0	206495.0	244818.0	279593.0	314923.0	361345.0	402803.0	474268.0	533260.0	648200.0	756869.0	1033584.0	1374587.0	2075441.0	3396729.0	6062238.0	38284145.0	45466632.0
P29-215_3	911500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	71.0	1397.0	11671.0	47229.0	90276.0	101170.0	92528.0	93083.0	99260.0	119433.0	134672.0	169429.0	195115.0	231454.0	267774.0	300947.0	346474.0	387898.0	447602.0	502924.0	615609.0	722857.0	991362.0	1316845.0	1995788.0	3292274.0	5961647.0	38406013.0	46287265.0
