Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
C-215_1	0.4110221156413079	0.41917803362708567	0.44721391930494225	0.4940722023865079	0.5495765076441376	0.6142725336402175	0.6772207613623286	0.7306524038759826	0.7830635605806466	0.8361078548558915	0.8892251396570269	0.9297399144256788	0.9617023919320866	0.9953858217144409	1.014457077610535	1.0325869849449059	1.0533754378025384	1.0729247869204939	1.0903940920342026	1.1074425546794415	1.1285368567657863	1.1515280865330113	1.1670510431784706	1.1820210012125176	1.1955498836620964	1.201003936153414	1.1962397126523083	1.2039603211409562	1.212387935016408	1.2182179329748088	1.2220595864815524	1.2292677673187808	1.225664554474513	1.2251416126445567	1.2224351232789352	1.236030877716836	1.2380153903861886	1.2268515824624677	1.2207749670442267	1.210493621963058	1.2070470939983602	1.204258315077584	1.1984878089871203	1.201218878550849	1.1992435996688688	1.2012545812969533	1.20002503079946	1.1955458707909283	1.1893836640475814	1.1891113082080886	1.1843131252325865	1.1874283145951638	1.1791621191899173	1.166357253337548	1.1532898938237413	1.144491122571282	1.1304341047713737	1.1220358179831895	1.1103079947491465	1.1040337901583204	1.1059615399581642	1.1044960211033386	1.1036428227601587	1.0933296370893846	1.0814052027402612	1.0742078152977286	1.067709491673852	1.058510445804344	1.045582421927238	1.0368639841993246	1.0272438798360475	1.0212035698432538	1.0114767589849571	1.0027797122684199	0.9934442425897081	0.9814193642846951	0.9680342358087043	0.9639885084050707	0.9535667081946269	0.9401611917348297	0.9352407526133563	0.9380630698875246	0.9378928154298842	0.9326895450227188	0.9316398993524486	0.9366683337974373	0.933088723327436	0.9298364582080905	0.9256670244749252	0.9188891472632024	0.8993247221139693	0.8808612857190793	0.8550739748907352	0.8151779610913241	0.7652395679118769	0.696835477929675	0.5968932632244237	0.4628440187016855	0.29202111351915117	0.09074971547756305
C-215_2	0.4373237789776101	0.4468067836540611	0.4752727049093635	0.5218659095730998	0.5790996537290234	0.6475171511690075	0.7123708576910489	0.7658485289640544	0.8186383175403326	0.873104265156186	0.9277630915303197	0.9682767705121439	1.000541034482933	1.0355137340114022	1.053649255989466	1.071229948600113	1.0911137043852221	1.1105530044147132	1.1281449757741158	1.144033558333874	1.163370099515002	1.1856894106675429	1.2004327789735747	1.2153620086976	1.2296387346279514	1.2355678670841148	1.2301400847186856	1.2372410992429697	1.2453370003231503	1.2476532262554578	1.2489560964585416	1.2548281865201405	1.2498809906446873	1.247821368692398	1.243487288713463	1.2551028742718562	1.2551322483540726	1.242421287767834	1.2355966074824156	1.2233654509868563	1.2187233831120612	1.2147346792021445	1.2071703472648938	1.207342588736019	1.2032202413456476	1.2038005479049063	1.2018866013656955	1.1965150256112087	1.188276652139745	1.186238683162239	1.1806053099288611	1.1821721376291905	1.1718103707615313	1.1584437727090378	1.1434249951841318	1.1331951177392596	1.1184249994991884	1.1080705023020039	1.094887733994736	1.087127262122718	1.0875449091557339	1.0843780872958217	1.0821260984200507	1.0703211290473853	1.0578426316764782	1.048737692751725	1.0407166908475356	1.0318781786291245	1.019381459848023	1.0103344184194816	1.0004836872291072	0.9929080633960681	0.9816086743499373	0.9718142794686073	0.9619642597108246	0.9496167370684705	0.9347698820014106	0.9306812529939406	0.9212647576867102	0.9088373459121286	0.9035322346532534	0.9052933560928496	0.9044523001764492	0.8983612194777316	0.896148600793026	0.9008796772993676	0.8977068020041459	0.8933201004396641	0.8884581869949563	0.8822960980835446	0.8624604296988679	0.8443663724648331	0.819641263569329	0.7801768661936165	0.7318032224675445	0.6668865292298012	0.5708148824509737	0.4409547991838239	0.2771559431864518	0.08631818851959694
C-215_3	0.39058327794841763	0.39552804589792717	0.42213457968156826	0.4663891531042867	0.520994323491129	0.5892932750447115	0.6559788685837344	0.7109401953692487	0.764397539955634	0.8203837258794644	0.8787979752701243	0.9221981148804221	0.9562006191829622	0.9943303504067297	1.0148168828460835	1.0326489556004395	1.0544892162228636	1.0764607923255107	1.0972276392314642	1.113605444623332	1.1357800793726351	1.1614529928496544	1.1781622555597397	1.1955078935988583	1.2133730735149404	1.2197902169284511	1.2148908067559279	1.2221462290722012	1.2311306651496738	1.235734276531068	1.239599557515042	1.2465282526213832	1.242896453296169	1.242718981350431	1.2393341260508295	1.2527384479574981	1.2557936802897063	1.2441050715046607	1.2362089644416208	1.2245709153574107	1.2209675505449582	1.2185069170569467	1.211489127745751	1.2167090645174419	1.2138336770414169	1.2171023350264072	1.2182354917870333	1.2135698356493247	1.2062926187866705	1.2061207617988206	1.2012759844325878	1.20360346931232	1.1934206661575992	1.1800131854510312	1.16426987881634	1.1550191086728243	1.1396982456149138	1.1299924027540036	1.1169659352849586	1.109150322697098	1.1112229079975846	1.1092399064507172	1.108252728582096	1.0982947367931688	1.0853576238551028	1.0755297219141167	1.0676262671627677	1.0600255654586626	1.047252264333859	1.038536816186063	1.0286615899200802	1.0215141129749867	1.0104472353969904	1.0003696152848938	0.9895704658041173	0.976500381538592	0.9621913929662728	0.9569807291713799	0.9455692250930345	0.9305424291271278	0.9258421530061759	0.929211027535461	0.9268396917084837	0.918978031748343	0.9157440867109922	0.9189698882477362	0.916300840102996	0.9149217392387788	0.9109690619565206	0.9048599174665878	0.8837210940429043	0.8609150651980098	0.8328952247519071	0.7898379722334974	0.7372103250358957	0.6681603044512636	0.5708937620513314	0.441116307011666	0.2769103765780159	0.08591892049944433
C-354_1	0.42816830616879764	0.4370184702741372	0.46152713070154294	0.5065672644623911	0.5649110536451696	0.6319445515660901	0.7013837016741026	0.7558804489350851	0.80348772057802	0.8542306568380927	0.913424966984379	0.9547694869247676	0.9865749145066941	1.0192056626565027	1.0445152856501807	1.0664738862051797	1.0782393622026425	1.0980139141165384	1.1146361080753828	1.1296907506560578	1.1404123293019102	1.1645837515126203	1.185506723637741	1.1980169596117516	1.2073148179984776	1.2163359974644712	1.2117187139653083	1.2176358278681452	1.219717667948333	1.2222238226175457	1.227122098654678	1.2298338537022289	1.2228990486148206	1.2243610136343201	1.2256881442940781	1.2379779029780948	1.237949237926193	1.2264023537415503	1.229118498044511	1.2288193341434663	1.2285029041933209	1.2236536121509651	1.214736050308619	1.2167998148009718	1.2097109075344166	1.2035185549123055	1.200400560831394	1.1941401110345262	1.1862522676047693	1.1842289938499302	1.1775877010705083	1.1768116677957834	1.167929078880245	1.1578710372669285	1.1439851534302892	1.134566021585518	1.1180337515100527	1.107091222036464	1.0970682051097227	1.0927962061029706	1.093749510929272	1.094268890364133	1.0930349160986255	1.0877238346716844	1.0763966982278106	1.071397976881505	1.063916321835487	1.053930150470437	1.038328452119161	1.028271476926638	1.016311208330993	1.0058372606347459	1.001056775139768	0.9973609182722238	0.987305699476722	0.9723425582591148	0.9628814166591032	0.9546902629408487	0.9432788670272231	0.9287095463783842	0.9216066153557079	0.9169448719702923	0.9143367113020081	0.9085525196001418	0.9091702114814418	0.9103087434332792	0.9074840568499085	0.9023385112234125	0.8979405909308242	0.8961103167061137	0.880340687675206	0.8610895795827945	0.8334588393623327	0.7924867597268536	0.7384664929808328	0.6715532994973927	0.5810179161036556	0.4522752169153328	0.28420263496729425	0.08953712019960557
C-354_2	0.34969434729700727	0.35371136009677806	0.37437240949581563	0.415166441280025	0.4715900806355683	0.5390601282809141	0.6104932022987578	0.6663923759915898	0.7147271187877785	0.7679202070264971	0.8309271599560275	0.8778686029366439	0.913394509049229	0.9498946194466148	0.9783322178138228	1.0020801528835896	1.019236446247958	1.0433701838246763	1.0656298267377888	1.082890065736601	1.0982262775160851	1.124441878560787	1.1465765810449535	1.1621369475913503	1.1752156414031498	1.1848406672576506	1.1817644668696776	1.1899127937653176	1.1952979224022446	1.1997097840004012	1.2074093101722445	1.2125164072653616	1.2059239739597014	1.211117356313454	1.2161705633738462	1.2298241112403703	1.2311949258411536	1.2239986547349284	1.230247441952928	1.234024062739278	1.236090975240733	1.231872104343614	1.2236017783989714	1.2262796863076812	1.2192515419821506	1.2144227995614434	1.2114914593554784	1.2047020822249364	1.1979870889239745	1.1959508821877658	1.193025302767889	1.1918162569961943	1.1852127520556892	1.1761444071459959	1.1627713501243677	1.1539648237144242	1.1380731902948669	1.1296733641498211	1.1223027290407863	1.120873182070428	1.1259904827642422	1.1285983985912331	1.1284845846577392	1.1246052464298555	1.1152713349996215	1.1110828218434616	1.1056568225527055	1.0962622501143275	1.0811156378460647	1.0712976963514127	1.0595251748176115	1.050912178576357	1.0498312682755269	1.0465808886856518	1.0373616176005533	1.023593113425209	1.0151696133104535	1.0094430872257614	0.9982359994439093	0.9850786404464393	0.9799931430889699	0.9769520315585022	0.9729330803939706	0.9648098868089048	0.9631866164660552	0.9624054692838255	0.956334033748961	0.9499542730920433	0.9446492362210663	0.9421735397983932	0.9240591246530607	0.9018162115204998	0.8700077422138016	0.82541102668384	0.7655567652187305	0.6918349899153419	0.5938943631251911	0.4563474836640881	0.28246187377412135	0.08831327009671577
C-354_3	0.3911730707864632	0.3971973998579281	0.419472122431519	0.46240454178693896	0.5213217656230216	0.5913466949760383	0.6642756930405156	0.7217002007965483	0.7698744049082634	0.8234932870670487	0.8857822028247168	0.9311556387623562	0.9668093168155869	1.0020368869393586	1.027895464145781	1.0505960921254016	1.0661481773140695	1.0879600238362297	1.1075975627024757	1.122800245400516	1.135333400283201	1.161560016387983	1.1838315171284488	1.1972263146378839	1.2084245698782556	1.2182682033707946	1.2140270334899754	1.2210411873937903	1.224998052010616	1.2278710442739682	1.233502674628341	1.2372453522242277	1.2314867501937699	1.2350855415713122	1.2384800573344263	1.2526618126698799	1.2518649010621088	1.2410927231402176	1.2433885111131313	1.2427151788086475	1.2421072626112086	1.2368356012571464	1.228291706612208	1.2317530808010206	1.2248401992849685	1.2202262660725596	1.217426237007066	1.2101611206611704	1.2014855334498018	1.199216081236908	1.1919844228636898	1.1898940338436605	1.1807323939855885	1.168755322454814	1.153840042964815	1.144226437536371	1.126289345813718	1.1152330232533303	1.1061391544386758	1.1018921813574936	1.1034074899806063	1.1032745758007054	1.1012263439734074	1.0962061335643825	1.085275423444156	1.0799506330933395	1.0733448418546925	1.0641177560549326	1.0475085942401599	1.0377836854471727	1.024404595217015	1.0133388563477637	1.0086979668212048	1.0033320639569763	0.9934819876202453	0.9789175696008665	0.969616026036238	0.9625814423817656	0.949875581663518	0.9343573371285814	0.9282194436135824	0.9250772128984373	0.9203918274401609	0.9129244867446237	0.9126967148944451	0.9139576743002226	0.9105516572198065	0.9042382894672591	0.8993386111244209	0.8967625488820794	0.8794658398388855	0.8580488585843706	0.8275613332388028	0.7860371724680121	0.7324005973105042	0.6662731160079588	0.575903974739134	0.44764258259167655	0.2807650157891509	0.088569057370768
P29-215_1	0.39367681326434417	0.40097080074986724	0.4295453197379283	0.47792996803930354	0.5356074017664266	0.6026512836225276	0.6678815305770387	0.7218752439777283	0.7735981610745396	0.8256614260935017	0.8808909170842705	0.9229860966514769	0.9564503415068186	0.9916518887667931	1.012340652301238	1.0312289825161034	1.0532373755458257	1.0747744115518136	1.0930850346574115	1.1096078598664296	1.1316616550364642	1.1559127770166664	1.1715434893410008	1.1868062805599195	1.202611682222514	1.209243609205511	1.2058348878099674	1.2142152807684121	1.223396097481568	1.2286028961812643	1.231619312174267	1.2392675290928834	1.2355458083855446	1.234734881934387	1.2315458777626347	1.2445518908403197	1.2476565648322677	1.2375614746165642	1.2323089573561246	1.2211633647653755	1.217998389909564	1.2145138044740118	1.2076423482697047	1.2107697488337685	1.2088918906653021	1.211280291439754	1.211303304152375	1.2060322427438084	1.1984690583070767	1.1977563947528933	1.1928774642533901	1.194873007300833	1.1844164723292332	1.1708484117818956	1.1575747127164993	1.148758702502572	1.1339466015294342	1.1244236652996233	1.1122738261920957	1.105009386776184	1.1055957931914684	1.103578990866733	1.102694334500983	1.0938892780189722	1.0826991858511255	1.0747848557698982	1.0678562252433255	1.0587404199509405	1.045473514701343	1.0366469824698819	1.0264104103844902	1.0198622217496498	1.0100033024099806	1.0006928991499517	0.9904452892930025	0.9775191046007545	0.9638592449956894	0.9587059488950728	0.9472934886364195	0.9329193350962651	0.927129965437137	0.929892546116552	0.9290893436145833	0.9231981935428908	0.9220482901838826	0.9271325349328122	0.9240081024247169	0.9215087643257094	0.9184203360940832	0.9119505564355488	0.8925428350745186	0.8733174060350957	0.8487063587275884	0.809019091993094	0.7599509047213511	0.6922379502142787	0.5941960085542703	0.4623226723400813	0.2920273297726068	0.09053443271816704
P29-215_2	0.40771807671231347	0.41386199233134424	0.4396586335183634	0.48375859140381994	0.5398383822230427	0.6091490180128003	0.675318314024089	0.7294937096342259	0.7824801411850189	0.8378966801084877	0.8945545244014124	0.9374715269143675	0.9716111309127763	1.0083522702655372	1.0287678892425454	1.0470832839428825	1.0683768803809506	1.0887021122317864	1.107365850697128	1.123523582453823	1.1444909785168524	1.1678230540669496	1.1840556080373583	1.2005076480128778	1.2157772125325237	1.221463033478282	1.2166125056322978	1.223800507049277	1.23130139606113	1.234496284167471	1.2384260745687552	1.2459863985323336	1.241522202167845	1.241248012209892	1.2386698251418966	1.2528249567239627	1.2542605336602555	1.2422258542527627	1.2346720235254154	1.2228288770421047	1.218288444010608	1.2147248018122985	1.2082586498747696	1.210814831537031	1.2067472719895649	1.2079686594700012	1.2065146149120858	1.2004156946544944	1.1924670888657394	1.190870182807392	1.1865413016302375	1.1889737284493944	1.1800817990114794	1.1671863800576796	1.151485870313893	1.1419033984674622	1.1276887167992384	1.118429306214959	1.1065182704403023	1.0997205529972167	1.1019655571478366	1.1002349077031923	1.0989024733519974	1.0884324141546593	1.076510462399192	1.0679770235844437	1.0602749981949087	1.051557855880351	1.0379788634666722	1.0293609168864724	1.0197686738194491	1.0138287723385027	1.0052447510452212	0.9962769978308827	0.9859679849609313	0.972460861892397	0.9577784968676851	0.9542067319599026	0.9447092229945384	0.9311942548787181	0.9253246866702267	0.9277103689841231	0.926498397665223	0.9192865846173572	0.9165397643611394	0.9206005658422679	0.9170558860587624	0.9134941307213068	0.9089292893320641	0.9019934254808935	0.8812752523378202	0.8609702947582109	0.833589929934316	0.7915288020841124	0.7393464289969313	0.670544134963878	0.5719918771764986	0.4413042043254871	0.27741877570922996	0.0863898383293622
P29-215_3	0.40394028188225706	0.4097149457043381	0.4359855668086718	0.48125579227025694	0.5373311341256203	0.6053779322873789	0.6720942582576568	0.7263740228122281	0.7806805585861378	0.8360791646286699	0.8929140804571967	0.935497275631228	0.9688923648710913	1.0048493368340623	1.0256468291474679	1.043747838860955	1.064924651756104	1.084973629219382	1.1040280132688363	1.1213095397729216	1.1414352289046648	1.1649351945608257	1.180816755075495	1.1971296114191115	1.212137142646306	1.2179822774893099	1.2136500632728284	1.2212946274251488	1.2299713238936572	1.2341122143587897	1.2374256631376725	1.2446982901714176	1.241605877533168	1.2413794565452623	1.2381553184957015	1.2505204279724997	1.2531018585244071	1.2407923302472146	1.2333887711549947	1.2216684011877803	1.217483533316475	1.2138720740254323	1.207416904059928	1.2100404622128713	1.2076627952440744	1.2088146884061466	1.2072047245620834	1.2019464196382537	1.1944724138171756	1.1931711258426163	1.1887870705867931	1.1915875990210318	1.1824728163548894	1.169723635736438	1.1548706933506174	1.1446800572628875	1.1293427722966425	1.1202907905476658	1.1078011586637146	1.1013371270882648	1.103444061707266	1.1010770757453345	1.0995951083879556	1.0884575167177402	1.075806440033181	1.0677226704212535	1.0605069849866755	1.0523989913853715	1.0399836763908876	1.0313209255224867	1.0209925789281156	1.0144590641439446	1.0044593913257862	0.9954561033682299	0.9851448676228867	0.9732816393445133	0.9599955193365949	0.955689811037328	0.9458255917735111	0.9316044979519508	0.926323790197152	0.9293499888494985	0.9277002633212769	0.9216690386582973	0.919061847116618	0.922757727190241	0.9188246507283199	0.914427880467456	0.9092830035721665	0.9028860235929704	0.8825503239485901	0.8633398545022127	0.8374430311337071	0.7967340631340456	0.745130112556245	0.6773267618808114	0.5783939096910109	0.4465056697112818	0.2807675421034374	0.08750508828093291
P29-354_1	0.40000138227783333	0.404067312772516	0.4242801647771537	0.4675458859558156	0.5263810748053311	0.5958279208633049	0.6687573701351048	0.7259569643181168	0.7749903220274962	0.8273934116625399	0.8893035874714742	0.9334660843150978	0.9682596639672452	1.0026218430201255	1.0285686398908673	1.0508471581538754	1.0652960582104471	1.0877129653420106	1.1075953986301526	1.1240953784682648	1.1375844278547689	1.1632684673238738	1.1859371444404274	1.1995604124988524	1.2100274819765162	1.2199520690047003	1.2158579952130142	1.2238354995193346	1.2279992926780825	1.2307750794764418	1.2366705435564935	1.240134465373342	1.233263981417999	1.2367200059091603	1.2394531523646484	1.2534472330561672	1.252136161864708	1.2414075852526856	1.2444738982170962	1.2445050119713275	1.2436112745178867	1.23816776083669	1.2295436000836912	1.231044058744202	1.222719996389512	1.2171341911637246	1.2140394642182908	1.2077457475034428	1.1992620895490316	1.1974882084859613	1.1903477406686525	1.189577704901428	1.180637401599865	1.169383565664748	1.1545433494204262	1.1448009658352274	1.1272417145034968	1.1152711180206496	1.104493032958563	1.1000462531271098	1.102775536616404	1.103702590690966	1.10222100049156	1.095866472824376	1.0839430336795912	1.0777936793569527	1.0708264598145616	1.0603548793439688	1.0435087231481293	1.0337518726084853	1.0202698550821951	1.009144970055898	1.0034392375141339	0.9977092187763831	0.9879648279675536	0.972568104688063	0.9624892406784685	0.9563522016939046	0.9437654997273295	0.9294468154853845	0.9237910936092244	0.9201791072901472	0.9170773567323364	0.9113976258127626	0.9114472209525407	0.9124263164669428	0.9087924913126386	0.9039023939478027	0.8987480187673468	0.8959657076997052	0.8786762204210892	0.8583404387864433	0.8297284415559939	0.7884675693362566	0.7337567414314429	0.6673025016389788	0.5767913131006897	0.448078493125835	0.28146884515054005	0.08869014838995937
